id,Area(total),Troom,Nbedrooms,Nbwashrooms,Twashrooms,roof,Roof(Area),Lawn(Area),Nfloors,API,ANB,Grade,EXPECTED
3856,311,6,5,3,5,yes,99,79,4,99,2,D,3739$
3857,326,9,2,3,4,NA,,107,2,80,1,C,4485$
3858,350,7,3,4,5,yes,118,73,2,91,5,C,4032$
3859,316,8,6,5,6,NO,0,84,6,82,4,C,3924$
3860,293,8,4,4,5,NO,0,84,3,96,6,D,3489$
3861,326,6,5,4,5,NO,0,101,4,68,5,D,3385$
3862,351,8,6,6,7,YES,101,75,7,67,5,B,4306$
3863,360,6,6,7,8,no,0,91,6,81,4,B,4679$
3864,352,8,6,5,6,NA,,90,4,90,3,B,4502$
3865,351,9,6,7,8,NO,0,87,8,64,1,A,5014$
3866,357,6,3,3,5,no,0,78,5,90,1,D,3921$
3867,322,8,5,3,5,NA,,81,2,60,2,C,4126$
3868,301,7,7,5,7,no,0,101,7,61,1,C,3851$
3869,335,7,7,4,6,NA,,84,4,63,2,C,3780$
3870,337,6,5,2,4,YES,110,100,4,60,4,D,3788$
3871,358,5,7,5,7,YES,72,77,4,88,2,C,4043$
3872,295,8,4,1,3,no,0,107,3,77,3,D,4011$
3873,355,6,3,3,5,YES,90,102,5,90,5,C,4111$
3874,297,7,4,2,4,yes,111,85,5,81,4,D,3345$
3875,327,5,5,4,6,NO,0,103,7,65,6,C,3519$
3876,291,8,7,6,7,NA,,102,7,74,5,B,4936$
3877,328,9,6,4,6,no,0,82,5,86,4,B,4343$
3878,338,7,6,6,7,YES,94,103,6,70,3,B,4359$
3879,295,5,7,6,7,NO,0,73,5,96,6,C,4201$
3880,333,9,7,6,7,no,0,70,4,78,5,B,4840$
3881,327,7,5,3,5,YES,80,71,3,85,5,C,3810$
3882,328,8,5,4,6,yes,100,95,4,91,6,C,4056$
3883,295,8,3,4,5,YES,117,99,3,94,1,C,3657$
3884,323,6,3,2,4,NA,,99,4,75,1,D,3535$
3885,333,5,8,6,7,YES,119,81,6,66,2,B,4126$
3886,310,8,6,6,7,YES,82,105,5,91,2,B,3986$
3887,360,9,6,6,7,NA,,78,6,62,2,A,5093$
3888,357,9,3,3,4,NO,0,95,3,74,4,C,4469$
3889,295,9,7,5,6,no,0,103,4,86,2,B,4499$
3890,317,5,5,2,4,no,0,109,4,66,3,D,3681$
3891,331,7,7,4,6,yes,120,83,7,95,2,B,4350$
3892,353,5,6,5,7,NA,,108,5,62,6,C,4018$
3893,345,6,5,5,7,no,0,78,5,99,2,C,3621$
3894,334,9,4,2,4,YES,72,78,1,65,4,C,4354$
3895,300,5,4,3,4,no,0,98,2,71,6,D,3452$
3896,334,7,6,6,7,yes,106,84,6,63,5,B,4153$
3897,330,9,2,2,3,no,0,76,3,81,4,C,3920$
3898,295,8,5,6,7,YES,75,108,6,94,1,B,4134$
3899,352,7,6,3,5,yes,86,101,6,85,5,B,3907$
3900,355,8,8,7,8,NO,0,102,6,80,6,A,4582$
3901,352,6,6,5,6,no,0,107,4,78,5,C,4303$
3902,296,6,3,2,4,no,0,80,3,95,5,D,3413$
3903,297,5,6,6,7,YES,105,81,7,81,6,C,3847$
3904,311,9,5,5,7,NA,,109,7,74,4,B,4313$
3905,319,8,5,3,5,NO,0,106,5,76,6,C,3795$
3906,337,9,6,6,7,YES,113,82,8,90,1,A,5026$
3907,304,7,6,5,7,NA,,103,5,98,6,C,4562$
3908,357,9,6,6,7,no,0,85,4,95,4,B,4706$
3909,299,6,3,3,4,yes,113,79,1,63,6,D,3624$
3910,334,7,5,4,6,no,0,89,4,64,1,D,3387$
3911,346,7,6,4,6,yes,86,103,6,99,5,B,4180$
3912,296,8,2,3,4,no,0,93,1,78,4,D,3433$
3913,351,9,6,4,6,NO,0,102,5,66,3,B,4622$
3914,356,7,6,5,7,no,0,109,6,71,2,C,4455$
3915,305,5,5,4,6,NO,0,92,6,69,2,D,3424$
3916,298,8,5,5,7,YES,100,90,6,61,6,C,3806$
3917,292,5,3,3,4,yes,100,70,5,97,3,D,3299$
3918,324,8,7,5,7,no,0,106,7,73,4,B,4646$
3919,305,5,4,3,5,yes,120,110,5,66,2,D,3763$
3920,354,5,7,7,8,NO,0,83,6,68,3,C,4466$
3921,299,6,8,5,7,NO,0,105,6,59,5,C,4199$
3922,325,9,5,4,6,YES,109,93,3,66,1,C,3900$
3923,336,5,5,3,4,YES,72,88,3,85,5,D,3529$
3924,309,9,4,4,6,yes,78,88,6,91,4,B,4665$
3925,355,5,6,6,7,YES,94,101,5,63,5,C,4338$
3926,328,8,2,3,4,YES,78,97,3,91,6,C,3924$
3927,330,8,2,2,4,no,0,97,3,89,2,D,3528$
3928,353,6,8,6,7,YES,82,85,6,78,6,B,4764$
3929,334,8,5,5,6,NO,0,76,7,66,5,C,4196$
3930,348,6,5,5,6,yes,99,79,5,80,1,C,4019$
3931,292,8,6,5,7,NO,0,90,7,85,2,C,4277$
3932,292,7,2,2,3,YES,77,80,3,60,5,D,3297$
3933,318,9,6,5,6,NA,,71,6,79,5,B,4454$
3934,291,8,3,2,4,NO,0,100,2,75,6,D,3776$
3935,332,7,4,4,5,no,0,106,6,87,1,C,3850$
3936,342,8,4,4,5,NA,,95,4,62,6,C,4459$
3937,355,8,4,3,4,NO,0,94,5,59,5,C,3632$
3938,311,9,4,1,3,NO,0,84,4,59,4,C,3781$
3939,354,8,4,4,6,NA,,82,6,74,3,B,3895$
3940,325,8,3,3,4,yes,120,79,1,87,1,C,4113$
3941,320,8,3,4,5,no,0,97,5,92,2,C,3972$
3942,319,7,4,2,4,no,0,74,4,76,6,D,3610$
3943,330,5,4,4,6,YES,119,101,4,86,5,C,3795$
3944,357,5,5,2,4,no,0,104,3,94,4,D,4027$
3945,342,5,4,3,4,NO,0,99,5,94,3,D,3224$
3946,357,5,4,4,6,NO,0,107,5,91,5,D,3987$
3947,352,9,5,3,5,yes,90,108,6,85,1,B,4896$
3948,360,6,8,6,8,yes,84,97,8,88,5,A,4669$
3949,358,9,5,5,7,NO,0,70,4,85,4,B,3989$
3950,335,7,4,3,5,NA,,100,3,84,2,C,4285$
3951,350,6,4,2,3,YES,112,101,4,78,6,C,3815$
3952,332,7,8,6,8,yes,94,71,5,65,5,B,4222$
3953,347,5,4,4,6,YES,74,73,3,62,1,D,3640$
3954,308,7,8,5,7,YES,115,84,5,98,4,B,4414$
3955,290,8,8,5,7,yes,110,93,8,89,5,A,4650$
3956,352,5,6,4,5,NO,0,109,3,61,5,D,4085$
3957,317,7,6,5,6,NA,,87,5,65,3,C,3945$
3958,344,9,6,7,8,no,0,84,5,76,4,B,4970$
3959,346,7,4,2,4,NA,,87,3,76,6,C,3659$
3960,347,6,8,5,7,NO,0,72,5,76,6,C,4134$
3961,313,8,4,3,4,yes,112,86,2,82,2,C,4164$
3962,309,9,6,6,7,NO,0,79,4,75,4,C,4461$
3963,357,8,4,1,3,yes,82,96,1,88,5,C,3957$
3964,297,8,5,3,5,YES,92,105,3,70,2,C,3589$
3965,353,7,6,5,7,YES,80,108,5,86,5,B,4430$
3966,311,5,5,4,6,no,0,110,5,68,4,D,3908$
3967,335,9,4,1,3,NA,,75,1,86,3,C,3821$
3968,309,6,4,3,5,no,0,86,4,75,3,D,3140$
3969,328,7,6,5,6,NO,0,71,7,59,4,C,3848$
3970,290,6,4,2,4,YES,86,110,3,67,4,D,3742$
3971,328,6,4,3,4,YES,85,83,4,60,6,D,3302$
3972,325,9,4,5,6,YES,99,108,3,99,6,B,4394$
3973,360,7,5,3,5,NA,,105,3,75,6,C,3616$
3974,312,7,5,5,6,yes,79,97,5,84,4,C,3705$
3975,322,9,8,6,7,NO,0,93,6,75,2,A,4704$
3976,336,9,7,6,8,no,0,89,6,69,5,B,4352$
3977,320,6,2,2,4,NO,0,96,1,96,1,D,3769$
3978,307,7,2,2,3,no,0,77,2,87,1,D,3575$
3979,334,8,2,2,3,NO,0,81,4,69,6,D,3800$
3980,321,5,2,2,4,no,0,73,2,94,5,D,2964$
3981,331,6,3,3,5,no,0,104,4,88,6,D,3660$
3982,331,5,7,6,8,NO,0,101,7,78,2,C,4422$
3983,354,8,5,3,5,yes,113,96,3,77,1,C,3970$
3984,352,8,2,3,4,yes,95,101,2,87,1,C,3931$
3985,306,6,4,1,3,YES,88,93,1,66,4,D,3584$
3986,319,7,7,7,8,YES,109,104,7,77,3,B,4356$
3987,342,8,6,5,6,YES,113,87,4,93,4,B,4090$
3988,298,8,4,3,5,no,0,110,3,94,5,D,3773$
3989,335,7,3,3,5,NA,,86,4,91,6,C,4086$
3990,345,8,8,6,7,NA,,94,8,70,4,A,5279$
3991,355,6,3,2,4,NO,0,101,2,90,6,D,3293$
3992,339,8,5,4,5,no,0,72,3,66,6,C,3751$
3993,296,8,5,2,4,yes,110,70,5,78,1,C,4043$
3994,325,9,2,2,3,no,0,70,1,93,4,C,3998$
3995,308,5,2,1,3,no,0,110,2,95,2,D,3524$
3996,312,9,6,6,8,YES,104,90,8,67,2,A,4938$
3997,321,5,4,3,4,yes,73,82,2,96,3,D,3766$
3998,303,6,7,6,8,NA,,83,5,92,2,C,4386$
3999,296,8,7,5,7,NO,0,101,5,95,3,C,3819$
4000,332,9,6,6,8,yes,72,101,5,88,5,B,4674$
4001,293,8,7,4,6,no,0,77,6,68,4,C,4281$
4002,351,9,4,4,5,yes,79,93,4,64,1,C,4111$
4003,308,8,2,2,4,yes,109,90,3,84,6,C,4045$
4004,351,6,4,2,3,NA,,80,4,95,4,C,3503$
4005,334,7,5,5,6,no,0,86,6,78,4,C,4188$
4006,294,9,4,4,5,NA,,98,3,78,1,C,4077$
4007,347,6,4,3,4,YES,80,110,4,66,2,D,3978$
4008,300,6,5,3,4,yes,107,100,2,62,5,D,3729$
4009,323,5,5,3,5,YES,90,70,2,63,1,D,3268$
4010,293,6,7,7,8,no,0,82,8,76,5,B,4793$
4011,298,9,5,4,5,yes,101,82,2,68,5,C,4367$
4012,295,5,6,4,6,YES,111,90,4,87,1,D,3934$
4013,342,5,6,5,6,NA,,109,3,77,3,C,3818$
4014,351,5,4,2,3,no,0,72,1,90,3,D,3304$
4015,301,5,6,5,7,no,0,101,5,88,5,D,3361$
4016,309,5,7,6,7,YES,113,85,4,75,4,C,4043$
4017,320,7,3,1,3,YES,114,83,1,86,2,D,3692$
4018,351,7,4,2,3,YES,91,90,4,81,1,C,3636$
4019,316,7,4,2,4,NA,,104,4,76,2,D,3586$
4020,327,6,8,7,8,NA,,78,6,77,3,B,5008$
4021,354,7,4,4,5,yes,71,81,2,61,2,C,3746$
4022,347,9,5,6,7,YES,102,105,6,89,5,A,4634$
4023,313,5,4,2,4,NO,0,86,2,72,1,D,3293$
4024,341,8,4,3,5,NA,,92,3,59,2,C,4378$
4025,328,7,5,4,6,NA,,92,3,71,1,C,3811$
4026,350,6,4,3,4,yes,78,101,1,66,3,D,3611$
4027,300,7,5,3,5,NO,0,98,2,93,2,D,3847$
4028,345,6,6,3,5,YES,109,92,5,84,4,C,4327$
4029,317,7,7,6,8,YES,96,88,5,92,2,B,4230$
4030,296,5,6,4,6,no,0,97,7,96,3,C,3725$
4031,318,8,5,5,7,NO,0,104,7,95,5,B,4615$
4032,320,6,6,5,6,yes,95,74,6,73,2,C,4245$
4033,352,5,7,4,6,YES,87,100,6,75,4,C,4001$
4034,323,5,4,1,3,YES,89,85,4,93,1,D,3482$
4035,327,5,6,5,6,NA,,107,6,69,5,C,4076$
4036,358,9,4,2,4,yes,78,109,2,89,2,B,4098$
4037,323,6,6,5,6,NO,0,85,5,79,1,C,4071$
4038,318,9,3,2,3,YES,77,85,3,77,2,C,4157$
4039,294,5,7,7,8,yes,77,79,7,87,4,B,4073$
4040,339,7,6,6,7,yes,113,89,8,67,3,B,4773$
4041,341,6,7,5,7,no,0,103,8,91,1,B,4779$
4042,332,7,7,6,7,no,0,86,6,80,3,B,4190$
4043,332,7,4,3,5,no,0,88,3,91,5,D,3838$
4044,352,7,8,6,7,yes,103,93,8,90,2,A,5358$
4045,336,6,8,6,8,yes,74,101,8,62,6,A,5105$
4046,300,5,3,3,4,YES,72,96,2,83,3,D,3480$
4047,311,8,6,5,7,no,0,109,8,70,2,B,4100$
4048,349,6,3,2,4,NA,,89,4,71,5,D,3684$
4049,352,9,2,2,4,YES,107,106,1,73,6,C,4664$
4050,321,9,4,2,3,NO,0,81,2,91,5,C,3959$
4051,310,7,4,2,4,no,0,100,3,70,3,D,3714$
4052,327,5,8,6,7,no,0,74,7,68,4,B,4587$
4053,308,6,4,2,4,YES,119,107,3,92,4,D,3914$
4054,304,8,4,2,4,YES,81,98,1,64,5,D,3389$
4055,328,6,3,3,5,NA,,94,4,88,6,D,4151$
4056,304,6,8,6,8,yes,79,82,5,82,4,B,4114$
4057,322,5,6,5,7,NA,,98,6,66,1,C,4076$
4058,325,7,4,2,4,no,0,86,1,68,2,D,3191$
4059,344,9,7,4,6,yes,82,82,6,70,1,B,4846$
4060,305,5,7,6,7,no,0,94,7,85,2,C,4342$
4061,311,5,4,4,5,yes,116,95,2,69,5,D,3802$
4062,353,5,7,6,7,yes,106,82,7,82,5,B,4262$
4063,325,5,2,2,3,NO,0,90,4,83,1,D,3141$
4064,345,7,6,7,8,NA,,80,7,76,6,B,4884$
4065,314,6,8,7,8,YES,106,87,7,99,1,A,4866$
4066,323,7,7,6,8,YES,84,84,6,69,4,B,4351$
4067,295,8,6,4,6,NO,0,74,3,63,6,D,4124$
4068,326,8,4,4,5,no,0,72,6,93,1,C,4095$
4069,357,5,6,6,8,YES,119,97,6,84,4,B,4413$
4070,346,8,4,4,5,no,0,75,4,80,2,C,4237$
4071,290,6,2,1,3,no,0,101,4,91,5,D,3102$
4072,324,7,4,2,4,NA,,108,3,74,4,C,3602$
4073,359,6,5,3,4,no,0,107,5,99,5,C,3602$
4074,341,7,2,2,4,yes,90,78,2,67,3,D,4085$
4075,317,9,5,3,4,NO,0,78,3,95,5,C,3922$
4076,301,6,8,6,7,yes,107,104,8,68,3,B,4497$
4077,301,6,8,5,7,yes,107,100,7,92,5,B,4266$
4078,352,7,5,5,6,NO,0,109,3,98,1,C,4107$
4079,358,9,4,4,6,yes,88,100,4,66,1,B,4712$
4080,291,6,3,2,4,NO,0,100,1,89,3,D,3560$
4081,291,7,6,7,8,YES,81,82,6,77,1,C,4564$
4082,339,8,3,4,5,YES,111,84,4,95,3,C,4544$
4083,298,6,7,6,7,NO,0,95,8,78,2,B,4579$
4084,304,6,2,2,4,no,0,90,1,81,2,D,2944$
4085,324,8,5,4,6,NA,,70,3,59,3,C,4290$
4086,314,9,5,3,5,YES,94,85,5,95,1,B,4507$
4087,290,9,5,4,6,NO,0,95,5,64,2,C,3739$
4088,314,9,8,5,7,NO,0,107,8,92,2,A,4669$
4089,307,5,5,4,6,YES,84,76,6,85,4,D,3889$
4090,350,8,5,6,7,NO,0,81,4,92,6,C,4655$
4091,350,9,5,5,7,no,0,87,6,64,3,B,4788$
4092,358,8,3,3,4,NO,0,91,2,79,5,C,3616$
4093,360,9,7,6,8,YES,120,80,8,76,6,A,5152$
4094,316,6,6,3,5,NO,0,77,4,96,6,D,3689$
4095,311,8,5,5,7,yes,105,92,5,96,1,C,3915$
4096,311,9,8,7,8,NA,,95,5,61,3,A,4754$
4097,298,7,7,6,8,yes,91,107,8,99,3,B,4947$
4098,340,6,2,1,3,NA,,83,2,71,1,D,3296$
4099,341,5,5,6,7,no,0,104,5,84,4,C,3693$
4100,342,5,4,5,6,NO,0,72,6,88,2,D,3414$
4101,356,9,5,6,7,NO,0,87,7,63,6,B,4322$
4102,341,5,7,5,6,YES,83,81,4,62,4,C,3635$
4103,359,6,8,5,7,yes,87,78,5,73,5,B,4323$
4104,296,6,2,1,3,no,0,85,3,96,2,D,3207$
4105,348,6,7,7,8,no,0,74,5,66,6,C,4318$
4106,292,7,3,3,4,no,0,83,2,85,5,D,2990$
4107,339,9,3,3,4,NA,,91,2,93,5,B,4367$
4108,301,6,7,4,6,NO,0,73,7,98,6,C,4448$
4109,325,7,6,5,6,YES,96,75,5,76,1,C,3912$
4110,342,7,3,1,3,NO,0,93,1,97,3,D,3933$
4111,318,5,4,5,6,no,0,94,5,78,2,D,3168$
4112,305,7,4,2,3,no,0,74,1,64,2,D,2939$
4113,316,9,5,3,4,NA,,74,2,67,5,C,4355$
4114,329,8,4,1,3,NA,,85,3,90,6,C,4094$
4115,321,7,3,3,4,no,0,73,3,71,3,D,3575$
4116,359,9,4,3,4,NO,0,75,4,68,5,C,4014$
4117,357,5,5,3,5,NO,0,99,4,91,1,D,3997$
4118,291,6,7,6,7,YES,115,88,7,60,2,C,4262$
4119,313,8,8,6,8,YES,84,107,6,69,3,B,4693$
4120,331,8,4,2,4,NA,,110,1,62,6,C,3897$
4121,344,8,5,3,5,no,0,88,4,77,6,C,3983$
4122,337,9,2,3,4,NO,0,110,4,62,6,C,3772$
4123,321,5,6,6,7,NA,,86,5,65,1,C,4311$
4124,295,7,3,3,4,no,0,85,4,77,2,D,3153$
4125,314,6,4,4,5,YES,86,71,5,64,5,D,3578$
4126,307,9,2,3,4,yes,83,72,1,95,3,C,4199$
4127,329,5,2,2,3,NO,0,101,3,70,4,D,3684$
4128,331,9,7,6,8,NA,,108,6,86,6,A,4825$
4129,340,5,4,4,5,NA,,101,5,76,5,C,3683$
4130,312,9,4,2,4,no,0,83,2,95,6,C,3808$
4131,335,9,3,2,3,NA,,70,4,61,6,C,3836$
4132,323,8,5,5,7,YES,88,70,6,74,5,C,4104$
4133,296,7,4,4,5,no,0,90,6,62,3,D,3287$
4134,290,5,5,3,4,yes,117,86,5,77,4,D,3432$
4135,328,7,7,4,6,YES,101,91,6,83,6,B,4187$
4136,329,8,4,4,6,YES,105,79,4,74,5,C,3784$
4137,351,6,6,6,7,no,0,90,8,59,1,B,4498$
4138,356,9,8,6,8,NO,0,76,8,73,1,A,4978$
4139,325,5,2,2,3,no,0,84,3,98,1,D,3448$
4140,297,6,6,5,7,yes,71,103,5,86,5,C,3685$
4141,308,5,6,5,6,no,0,73,7,80,5,C,4208$
4142,315,9,6,7,8,NA,,79,8,64,5,A,4728$
4143,315,9,3,2,4,NA,,92,5,96,1,C,4198$
4144,316,9,4,4,5,NO,0,92,3,64,4,C,3671$
4145,297,7,2,2,4,NA,,100,1,94,3,D,3946$
4146,313,9,4,2,3,YES,110,73,1,60,6,C,3740$
4147,335,5,4,4,5,NA,,103,6,94,3,C,3648$
4148,316,7,8,6,8,NO,0,107,5,90,1,B,4355$
4149,325,7,4,3,5,YES,109,84,4,69,5,C,4023$
4150,320,9,5,5,6,YES,107,87,4,87,4,B,4280$
4151,359,5,4,1,3,NA,,92,2,82,3,D,3877$
4152,337,7,6,4,6,NO,0,85,5,99,6,C,3800$
4153,297,7,4,4,5,NO,0,82,3,91,5,D,3714$
4154,325,5,4,3,5,yes,76,110,3,80,1,D,3894$
4155,290,8,4,2,4,no,0,106,2,61,4,D,3281$
4156,333,9,8,7,8,NA,,99,5,76,3,A,4948$
4157,324,9,4,3,4,NO,0,85,2,59,1,C,3612$
4158,357,7,2,2,4,NA,,105,4,93,6,C,4018$
4159,312,8,5,3,5,NO,0,78,5,91,3,C,4235$
4160,350,7,6,6,7,no,0,99,6,80,2,C,4368$
4161,291,9,6,4,5,no,0,71,4,72,3,C,4084$
4162,322,8,4,2,4,NO,0,80,2,87,4,D,3911$
4163,302,9,5,6,7,NA,,84,5,88,3,B,4303$
4164,334,7,8,6,7,NA,,99,8,97,3,A,5321$
4165,315,7,6,5,7,NA,,103,5,90,1,C,4296$
4166,313,5,8,6,7,no,0,93,7,87,2,B,4314$
4167,291,6,5,3,5,no,0,94,4,94,4,D,3093$
4168,349,6,4,5,6,NA,,96,5,83,2,C,3630$
4169,329,6,5,3,4,yes,95,99,5,96,2,C,4248$
4170,302,8,3,2,4,NO,0,90,5,62,4,D,4005$
4171,292,7,4,2,4,no,0,107,2,94,2,D,3234$
4172,334,7,6,6,7,YES,94,109,5,62,1,C,4548$
4173,290,9,5,5,7,no,0,104,7,91,5,B,4403$
4174,318,5,4,2,4,yes,115,99,2,65,1,D,3423$
4175,345,5,2,3,4,yes,75,87,1,65,1,D,3134$
4176,356,5,6,4,5,NO,0,96,5,82,3,C,4254$
4177,306,9,4,3,5,yes,105,81,3,71,1,C,4310$
4178,343,5,3,2,3,NA,,91,3,74,4,D,3730$
4179,292,8,3,3,4,NO,0,72,3,82,5,D,3837$
4180,311,8,5,4,5,no,0,96,4,86,4,C,3466$
4181,352,6,4,4,6,NO,0,106,6,62,4,C,4178$
4182,324,7,3,3,4,YES,116,103,3,84,5,C,3882$
4183,327,6,4,4,5,yes,83,94,5,89,2,C,3494$
4184,316,7,6,5,6,NA,,76,4,80,4,C,3894$
4185,291,6,5,6,7,NO,0,71,5,95,6,D,3823$
4186,294,8,4,3,4,NA,,82,5,77,3,C,4232$
4187,319,8,6,6,8,NA,,75,5,80,6,B,4083$
4188,348,8,6,6,8,NA,,82,8,76,2,A,5058$
4189,292,9,4,2,4,NO,0,82,5,99,2,C,3709$
4190,359,6,2,1,3,no,0,87,1,78,3,D,3340$
4191,320,8,4,1,3,no,0,103,2,93,2,D,3912$
4192,327,8,5,4,6,NO,0,98,4,93,1,C,4029$
4193,331,6,7,4,6,yes,114,101,4,81,2,C,4465$
4194,334,5,6,5,7,NO,0,76,5,62,4,D,3593$
4195,356,9,6,4,5,no,0,83,4,97,1,B,4238$
4196,340,8,5,6,7,NA,,78,6,81,2,B,4280$
4197,328,8,3,1,3,no,0,105,4,81,6,C,4195$
4198,309,7,4,1,3,yes,101,98,2,95,6,D,4114$
4199,341,5,6,7,8,no,0,101,8,72,4,B,4090$
4200,355,5,4,3,5,yes,92,72,3,78,3,D,3283$
4201,337,5,2,2,3,no,0,84,1,71,2,D,2904$
4202,340,7,5,5,7,yes,73,101,5,78,4,C,4511$
4203,336,6,3,3,4,NO,0,78,4,63,5,D,3739$
4204,343,5,7,7,8,NO,0,72,6,91,2,B,4328$
4205,302,5,7,6,7,NO,0,95,8,90,2,C,3979$
4206,302,7,5,3,4,NO,0,108,3,76,1,D,3824$
4207,345,9,4,4,6,NA,,82,6,81,2,B,4924$
4208,326,9,6,4,5,no,0,102,3,89,3,C,4412$
4209,353,6,6,4,5,yes,93,96,6,71,2,C,4384$
4210,347,6,5,5,6,YES,97,72,6,76,3,C,4276$
4211,307,9,3,2,4,YES,87,104,5,73,2,C,3728$
4212,348,9,5,5,6,NA,,100,5,93,1,B,4591$
4213,297,8,2,2,3,no,0,76,3,68,2,D,3336$
4214,339,6,5,5,6,NA,,99,4,78,6,C,3879$
4215,357,8,7,6,8,YES,108,84,8,84,4,A,4913$
4216,341,8,5,4,5,NO,0,105,5,80,1,C,4315$
4217,347,5,5,4,5,NO,0,88,2,81,1,D,3623$
4218,293,8,3,3,4,no,0,75,4,71,6,D,3216$
4219,358,9,4,1,3,NO,0,76,3,75,6,C,4438$
4220,353,8,5,2,4,YES,96,93,5,87,3,C,4545$
4221,299,5,4,2,4,YES,117,95,4,83,1,D,3108$
4222,323,9,5,4,6,NA,,82,7,85,3,B,4496$
4223,312,9,3,4,5,no,0,73,2,85,4,C,3817$
4224,322,7,4,4,5,YES,114,75,5,96,4,C,3652$
4225,290,5,5,4,6,NA,,109,4,72,4,D,3636$
4226,298,8,4,2,4,yes,98,72,5,83,1,C,4133$
4227,355,5,4,2,3,NO,0,96,1,84,5,D,3773$
4228,326,6,4,3,5,yes,89,102,5,95,5,C,4258$
4229,310,8,8,6,8,NA,,96,7,85,3,A,4873$
4230,359,6,7,4,6,yes,107,79,6,64,4,B,4092$
4231,350,5,3,2,4,YES,117,92,1,65,2,D,3252$
4232,316,9,3,2,4,no,0,99,3,89,2,C,3827$
4233,308,8,7,7,8,NA,,95,8,92,3,A,4897$
4234,291,7,6,5,6,NO,0,77,5,93,4,C,3457$
4235,342,9,2,1,3,NO,0,96,4,93,4,C,3951$
4236,316,6,3,3,5,NO,0,109,5,69,2,D,3577$
4237,356,9,5,5,6,NO,0,76,6,86,1,B,4880$
4238,356,5,4,3,5,YES,88,80,4,73,6,D,3341$
4239,302,6,7,6,7,NA,,110,7,98,6,B,4236$
4240,309,9,7,5,7,yes,80,109,4,61,3,B,4059$
4241,291,5,6,5,7,NO,0,84,6,91,1,D,3974$
4242,358,5,4,4,5,no,0,102,5,68,4,D,3715$
4243,327,7,2,2,4,NO,0,87,4,60,1,D,3759$
4244,344,6,4,4,6,NO,0,88,5,87,6,D,3999$
4245,313,5,4,3,4,yes,105,79,4,85,2,D,3414$
4246,349,7,4,5,6,NO,0,102,6,92,6,C,4434$
4247,318,5,7,6,7,yes,110,106,6,86,1,B,4278$
4248,346,8,4,4,5,NO,0,98,2,70,2,C,3545$
4249,334,6,3,3,4,NO,0,85,5,63,3,D,3138$
4250,355,6,4,5,6,no,0,99,5,84,3,C,3613$
4251,304,7,4,4,5,NO,0,93,5,78,4,D,3588$
4252,342,8,5,4,5,NO,0,79,5,59,4,C,4243$
4253,356,7,3,2,4,no,0,86,1,61,6,D,3582$
4254,347,9,5,4,6,no,0,84,5,61,1,C,3831$
4255,330,6,6,4,6,NO,0,88,5,66,1,D,3927$
4256,307,9,4,4,5,NA,,75,3,86,6,C,4232$
4257,304,5,6,5,6,no,0,108,3,88,6,D,3298$
4258,316,6,4,3,4,yes,115,72,2,91,4,D,3826$
4259,349,8,6,4,6,no,0,91,4,59,1,C,3783$
4260,304,5,4,4,5,yes,81,82,5,94,5,D,3523$
4261,353,5,4,4,6,yes,115,87,3,81,6,C,3850$
4262,341,8,8,7,8,yes,102,94,8,81,5,A,5266$
4263,313,7,6,5,6,no,0,84,4,94,3,C,3704$
4264,308,8,3,3,4,yes,93,92,5,87,4,C,4069$
4265,305,5,6,6,8,no,0,77,8,73,2,C,4289$
4266,336,9,6,4,5,no,0,110,6,71,5,B,4084$
4267,319,5,6,6,8,NO,0,71,6,85,3,C,4080$
4268,345,5,6,5,7,no,0,105,7,84,5,C,4101$
4269,306,5,6,5,7,NA,,81,6,94,3,C,3815$
4270,359,8,4,1,3,NO,0,99,3,80,2,C,4085$
4271,326,6,2,3,4,no,0,70,2,99,3,D,3738$
4272,360,7,3,3,4,yes,86,106,5,97,1,C,4050$
4273,350,5,3,2,3,no,0,105,3,65,5,D,3168$
4274,298,8,6,5,7,yes,103,104,8,84,3,B,4407$
4275,318,8,4,3,5,yes,76,71,2,73,6,C,3687$
4276,294,9,5,4,6,no,0,103,4,73,6,C,3587$
4277,301,6,7,6,8,no,0,85,7,85,1,C,4606$
4278,321,9,3,3,5,NO,0,96,2,62,3,C,4231$
4279,358,6,4,3,5,YES,93,75,5,79,4,C,4053$
4280,338,7,6,5,7,NO,0,87,6,96,4,C,4516$
4281,342,6,8,7,8,YES,98,70,8,78,5,A,4800$
4282,347,8,3,4,5,NO,0,90,5,80,2,C,3978$
4283,340,7,5,5,6,NO,0,103,6,75,4,C,4047$
4284,322,6,8,7,8,yes,116,106,6,64,3,B,5006$
4285,331,9,4,3,4,NA,,106,5,59,6,C,3972$
4286,334,6,4,1,3,NO,0,93,2,80,3,D,3139$
4287,327,8,6,3,5,NA,,88,3,94,1,C,3927$
4288,291,9,3,4,5,NA,,102,3,65,3,C,4333$
4289,311,7,5,2,4,yes,101,94,4,60,4,D,3721$
4290,313,8,3,2,3,NA,,70,3,78,2,C,3524$
4291,355,7,5,4,6,YES,117,102,7,87,1,B,4427$
4292,314,5,4,4,5,NA,,78,2,62,2,D,3240$
4293,313,6,3,1,3,no,0,100,3,78,1,D,3231$
4294,314,7,4,3,4,NO,0,108,4,67,4,D,3178$
4295,327,9,5,5,6,NA,,84,6,74,3,B,4496$
